music,file,frame,spectralRollof_0_mean,spectralRollof_0_var
1,alpha_2017_05_13__20_35_00.wav,13,6834.5,5659782.575757576
1,alpha_2017_05_13__20_35_00.wav,14,5348.5,7356689.646464647
1,alpha_2017_05_13__20_35_00.wav,15,5297.0,5320394.94949495
1,alpha_2017_05_13__20_35_00.wav,16,4804.0,6646903.03030303
1,alpha_2017_05_13__20_35_00.wav,17,5730.5,4426762.373737373
1,alpha_2017_05_13__20_35_00.wav,18,4575.0,8739217.171717172
1,alpha_2017_05_13__20_35_00.wav,19,5494.5,5057418.939393939
1,alpha_2017_05_13__20_35_00.wav,20,5549.5,8023812.878787879
1,alpha_2017_05_13__20_35_00.wav,21,6693.5,7009578.535353536
1,alpha_2017_05_13__20_35_00.wav,22,6292.0,5417359.595959596
1,alpha_2017_05_13__20_35_00.wav,23,5612.5,4585220.95959596
1,alpha_2017_05_13__20_35_00.wav,24,4010.5,6713045.202020202
1,alpha_2017_05_13__20_35_00.wav,25,4478.0,9006733.333333334
1,alpha_2017_05_13__20_35_00.wav,26,5696.0,14701296.969696969
1,alpha_2017_05_13__20_35_00.wav,27,6872.5,5462998.737373738
1,alpha_2017_05_13__20_35_00.wav,28,5526.5,4536740.151515151
1,alpha_2017_05_13__20_35_00.wav,29,6239.5,3462136.111111111
1,alpha_2017_05_13__20_35_00.wav,30,5223.5,7114366.414141414
1,alpha_2017_05_13__20_35_00.wav,31,5441.0,5768655.555555556
1,alpha_2017_05_13__20_35_00.wav,32,4437.0,4257152.525252526
1,alpha_2017_05_13__20_35_00.wav,33,4250.5,7460176.515151516
1,alpha_2017_05_13__20_35_00.wav,34,5296.0,7287711.111111111
1,alpha_2017_05_13__20_35_00.wav,35,6812.5,5821534.090909091
1,alpha_2017_05_13__20_35_00.wav,36,5365.5,8233873.484848484
1,alpha_2017_05_13__20_35_00.wav,37,5104.0,6885387.878787879
1,alpha_2017_05_13__20_35_00.wav,38,7422.0,5041632.323232323
1,alpha_2017_05_13__20_35_00.wav,39,5692.5,6749261.363636363
1,alpha_2017_05_13__20_36_00.wav,0,5394.5,26112822.979797978
1,alpha_2017_05_13__20_36_00.wav,1,7130.0,5770151.515151516
1,alpha_2017_05_13__20_36_00.wav,2,7061.5,5841356.313131313
1,alpha_2017_05_13__20_36_00.wav,3,6283.0,7800162.626262627
1,alpha_2017_05_13__20_36_00.wav,4,6287.0,7015839.393939394
1,alpha_2017_05_13__20_36_00.wav,5,6104.5,5425358.333333333
1,alpha_2017_05_13__20_36_00.wav,6,5511.5,10396053.282828283
1,alpha_2017_05_13__20_36_00.wav,7,6611.0,4629675.757575758
1,alpha_2017_05_13__20_36_00.wav,8,4971.0,7106726.262626262
1,alpha_2017_05_13__20_36_00.wav,9,6479.0,9104251.515151516
1,alpha_2017_05_13__20_36_00.wav,10,7480.0,5472626.262626262
1,alpha_2017_05_13__20_36_00.wav,11,7881.0,4617514.141414141
1,alpha_2017_05_13__20_36_00.wav,12,7198.5,4890174.4949494945
1,alpha_2017_05_13__20_36_00.wav,13,4114.5,11311631.06060606
1,alpha_2017_05_13__20_36_00.wav,14,6198.5,11089719.949494949
1,alpha_2017_05_13__20_36_00.wav,15,7767.5,7304968.434343434
1,alpha_2017_05_13__20_36_00.wav,16,7029.5,9615964.393939395
1,alpha_2017_05_13__20_36_00.wav,17,6254.0,8095993.939393939
1,alpha_2017_05_13__20_36_00.wav,18,7001.0,8312170.707070707
1,alpha_2017_05_13__20_36_00.wav,19,5808.5,7213942.171717172
1,alpha_2017_05_13__20_36_00.wav,20,6370.0,3488737.373737374
1,alpha_2017_05_13__20_36_00.wav,21,4398.0,4473632.323232323
1,alpha_2017_05_13__20_36_00.wav,22,4766.0,10540044.444444444
1,alpha_2017_05_13__20_36_00.wav,23,6256.0,9671276.767676767
1,alpha_2017_05_13__20_36_00.wav,24,6186.5,6246154.292929293
1,alpha_2017_05_13__20_36_00.wav,25,5340.5,6351550.252525252
1,alpha_2017_05_13__20_36_00.wav,26,5393.5,3832356.3131313133
1,alpha_2017_05_13__20_36_00.wav,27,7577.5,5646635.101010101
1,alpha_2017_05_13__20_36_00.wav,28,7562.0,4855460.606060606
1,alpha_2017_05_13__20_36_00.wav,29,7059.0,6570019.191919192
1,alpha_2017_05_13__20_36_00.wav,30,5594.5,9174540.151515152
1,alpha_2017_05_13__20_36_00.wav,31,7012.5,4444311.868686869
1,alpha_2017_05_13__20_36_00.wav,32,6175.5,4945681.565656566
1,alpha_2017_05_13__20_36_00.wav,33,7666.5,4677123.98989899
1,alpha_2017_05_13__20_36_00.wav,34,7297.0,4727162.626262627
1,alpha_2017_05_13__20_36_00.wav,35,6385.5,4726227.02020202
1,alpha_2017_05_13__20_36_00.wav,36,5616.5,8174750.252525252
1,alpha_2017_05_13__20_36_00.wav,37,7241.5,5120507.828282828
1,alpha_2017_05_13__20_36_00.wav,38,5527.5,9020675.505050505
1,alpha_2017_05_13__20_36_00.wav,39,7189.0,4499322.222222222
1,alpha_2017_05_13__20_37_00.wav,0,5540.5,21747762.373737372
1,alpha_2017_05_13__20_37_00.wav,1,5012.0,4760006.060606061
1,alpha_2017_05_13__20_37_00.wav,2,4481.5,4259326.01010101
1,alpha_2017_05_13__20_37_00.wav,3,5330.5,5596206.818181818
1,alpha_2017_05_13__20_37_00.wav,4,4619.0,3515695.9595959596
1,alpha_2017_05_13__20_37_00.wav,5,4639.0,4535887.878787879
1,alpha_2017_05_13__20_37_00.wav,6,4758.5,5540305.808080808
1,alpha_2017_05_13__20_37_00.wav,7,5337.5,5718200.757575758
1,alpha_2017_05_13__20_37_00.wav,8,4181.0,4687009.090909091
1,alpha_2017_05_13__20_37_00.wav,9,4600.5,4009923.98989899
1,alpha_2017_05_13__20_37_00.wav,10,4270.5,3195105.8080808083
1,alpha_2017_05_13__20_37_00.wav,11,5188.0,3342834.3434343436
1,alpha_2017_05_13__20_37_00.wav,12,4137.0,5294223.232323232
1,alpha_2017_05_13__20_37_00.wav,13,5034.5,4791045.202020202
1,alpha_2017_05_13__20_37_00.wav,14,4974.0,4744216.161616161
1,alpha_2017_05_13__20_37_00.wav,15,4392.0,6874127.2727272725
1,alpha_2017_05_13__20_37_00.wav,16,4569.5,8294843.181818182
1,alpha_2017_05_13__20_37_00.wav,17,4206.0,12240721.212121213
1,alpha_2017_05_13__20_37_00.wav,18,5086.5,9264689.646464646
1,alpha_2017_05_13__20_37_00.wav,19,4883.5,11752427.02020202
1,alpha_2017_05_13__20_37_00.wav,20,4443.5,12912911.868686868
1,alpha_2017_05_13__20_37_00.wav,21,4660.5,11774408.838383839
1,alpha_2017_05_13__20_37_00.wav,22,5081.0,10095392.929292928
1,alpha_2017_05_13__20_37_00.wav,23,6518.5,6104982.575757576
1,alpha_2017_05_13__20_37_00.wav,24,6103.5,6143901.767676768
1,alpha_2017_05_13__20_37_00.wav,25,4824.0,12370125.252525253
1,alpha_2017_05_13__20_37_00.wav,26,5306.0,9749155.555555556
1,alpha_2017_05_13__20_37_00.wav,27,4921.5,12415467.424242424
1,alpha_2017_05_13__20_37_00.wav,28,5071.5,14189255.303030303
1,alpha_2017_05_13__20_37_00.wav,29,4313.0,13837809.090909092
1,alpha_2017_05_13__20_37_00.wav,30,7053.0,9891960.606060605
1,alpha_2017_05_13__20_37_00.wav,31,7647.0,11025697.97979798
1,alpha_2017_05_13__20_37_00.wav,32,6419.0,4904231.313131313
1,alpha_2017_05_13__20_37_00.wav,33,4705.0,10863863.636363637
1,alpha_2017_05_13__20_37_00.wav,34,5591.5,14125709.848484848
1,alpha_2017_05_13__20_37_00.wav,35,4805.0,9829116.161616161
1,alpha_2017_05_13__20_37_00.wav,36,5941.5,15969245.202020202
1,alpha_2017_05_13__20_37_00.wav,37,3757.0,12198334.343434343
1,alpha_2017_05_13__20_37_00.wav,38,6179.5,13501620.95959596
1,alpha_2017_05_13__20_37_00.wav,39,5458.0,12201147.474747475
1,alpha_2017_05_13__20_38_00.wav,0,5753.5,19921578.535353534
1,alpha_2017_05_13__20_38_00.wav,1,6144.5,3826560.3535353537
1,alpha_2017_05_13__20_38_00.wav,2,5430.0,4705202.02020202
1,alpha_2017_05_13__20_38_00.wav,3,6162.5,4181079.5454545454
1,alpha_2017_05_13__20_38_00.wav,4,7021.5,3240921.9696969697
1,alpha_2017_05_13__20_38_00.wav,5,6800.0,3707121.212121212
1,alpha_2017_05_13__20_38_00.wav,6,5195.5,6344095.707070707
1,alpha_2017_05_13__20_38_00.wav,7,5414.0,6998842.424242424
1,alpha_2017_05_13__20_38_00.wav,8,5074.5,6784166.414141414
1,alpha_2017_05_13__20_38_00.wav,9,5401.5,9414063.383838383
1,alpha_2017_05_13__20_38_00.wav,10,5942.0,6664026.262626262
1,alpha_2017_05_13__20_38_00.wav,11,5793.0,5364748.484848484
1,alpha_2017_05_13__20_38_00.wav,12,6588.0,6298945.454545454
1,alpha_2017_05_13__20_38_00.wav,13,6919.5,3703631.0606060605
1,alpha_2017_05_13__20_38_00.wav,14,6496.0,5617862.626262627
1,alpha_2017_05_13__20_38_00.wav,15,6923.0,5793051.515151516
1,alpha_2017_05_13__20_38_00.wav,16,6021.5,8448295.707070706
1,alpha_2017_05_13__20_38_00.wav,17,6174.0,6664468.686868687
1,alpha_2017_05_13__20_38_00.wav,18,4965.0,8174065.656565657
1,alpha_2017_05_13__20_38_00.wav,19,6594.5,4637267.424242424
1,alpha_2017_05_13__20_38_00.wav,20,6903.0,3072465.6565656564
1,alpha_2017_05_13__20_38_00.wav,21,5262.0,7108743.434343434
1,alpha_2017_05_13__20_38_00.wav,22,6004.0,4725842.424242424
1,alpha_2017_05_13__20_38_00.wav,23,6387.5,3210170.4545454546
1,alpha_2017_05_13__20_38_00.wav,24,5317.5,4124261.3636363638
1,alpha_2017_05_13__20_38_00.wav,25,5838.0,6124905.05050505
1,alpha_2017_05_13__20_38_00.wav,26,6099.0,4761009.090909091
1,alpha_2017_05_13__20_38_00.wav,27,5745.0,3765328.282828283
1,alpha_2017_05_13__20_38_00.wav,28,5505.0,3261944.4444444445
1,alpha_2017_05_13__20_38_00.wav,29,6200.0,6003989.898989899
1,alpha_2017_05_13__20_38_00.wav,30,6132.0,4315026.262626262
1,alpha_2017_05_13__20_38_00.wav,31,6275.5,7305429.04040404
1,alpha_2017_05_13__20_38_00.wav,32,6623.0,6497041.414141414
1,alpha_2017_05_13__20_38_00.wav,33,6825.5,6298156.313131313
1,alpha_2017_05_13__20_38_00.wav,34,6105.0,7341641.414141414
1,alpha_2017_05_13__20_38_00.wav,35,5984.0,7118125.252525252
1,alpha_2017_05_13__20_38_00.wav,36,6664.5,4366328.03030303
1,alpha_2017_05_13__20_38_00.wav,37,4927.0,7300627.2727272725
1,alpha_2017_05_13__20_38_00.wav,38,6495.5,5189297.7272727275
1,alpha_2017_05_13__20_38_00.wav,39,6824.5,6067247.222222222
1,alpha_2017_05_13__20_39_00.wav,0,8503.5,17549356.313131314
1,alpha_2017_05_13__20_39_00.wav,1,7869.0,2386706.0606060605
1,alpha_2017_05_13__20_39_00.wav,2,6248.0,5819844.444444444
1,alpha_2017_05_13__20_39_00.wav,3,5652.0,5884541.414141414
1,alpha_2017_05_13__20_39_00.wav,4,6251.5,8481942.171717172
1,alpha_2017_05_13__20_39_00.wav,5,6245.5,8893035.1010101
1,alpha_2017_05_13__20_39_00.wav,6,7020.5,5574348.232323232
1,alpha_2017_05_13__20_39_00.wav,7,6269.0,4471857.575757576
1,alpha_2017_05_13__20_39_00.wav,8,7334.5,4929378.535353536
1,alpha_2017_05_13__20_39_00.wav,9,7740.0,4999040.404040404
1,alpha_2017_05_13__20_39_00.wav,10,6749.0,3670504.0404040404
1,alpha_2017_05_13__20_39_00.wav,11,5036.5,5945548.232323232
1,alpha_2017_05_13__20_39_00.wav,12,4912.0,10276521.212121213
1,alpha_2017_05_13__20_39_00.wav,13,4155.5,6518681.565656566
1,alpha_2017_05_13__20_39_00.wav,14,4315.5,8377358.333333333
1,alpha_2017_05_13__20_39_00.wav,15,4126.0,9937751.515151516
1,alpha_2017_05_13__20_39_00.wav,16,4853.0,5894788.888888889
1,alpha_2017_05_13__20_39_00.wav,17,4294.5,7070297.7272727275
1,alpha_2017_05_13__20_39_00.wav,18,6471.5,9446982.575757576
1,alpha_2017_05_13__20_39_00.wav,19,5312.0,9275864.646464646
1,alpha_2017_05_13__20_39_00.wav,20,4311.0,8926493.93939394
1,alpha_2017_05_13__20_39_00.wav,21,4767.5,5895220.95959596
1,alpha_2017_05_13__20_39_00.wav,22,4051.5,6934568.434343434
1,alpha_2017_05_13__20_39_00.wav,23,4136.5,6695851.262626262
1,alpha_2017_05_13__20_39_00.wav,24,4335.0,6262651.515151516
1,alpha_2017_05_13__20_39_00.wav,25,3920.5,6186822.97979798
1,alpha_2017_05_13__20_39_00.wav,26,3537.0,6187001.01010101
1,alpha_2017_05_13__20_39_00.wav,27,4682.0,5555783.838383839
1,alpha_2017_05_13__20_39_00.wav,28,4256.5,4595841.161616161
1,alpha_2017_05_13__20_39_00.wav,29,5062.0,4621319.191919192
1,alpha_2017_05_13__20_39_00.wav,30,4532.0,4236490.909090909
1,alpha_2017_05_13__20_39_00.wav,31,5333.5,5631315.909090909
1,alpha_2017_05_13__20_39_00.wav,32,4553.0,3584283.8383838385
1,alpha_2017_05_13__20_39_00.wav,33,4665.5,4321853.282828283
1,alpha_2017_05_13__20_39_00.wav,34,4712.0,5331420.202020202
1,alpha_2017_05_13__20_39_00.wav,35,5491.0,6363453.535353536
1,alpha_2017_05_13__20_39_00.wav,36,4138.0,4563036.363636363
1,alpha_2017_05_13__20_39_00.wav,37,4563.0,4454071.717171717
1,alpha_2017_05_13__20_39_00.wav,38,4241.0,3028908.0808080807
1,alpha_2017_05_13__20_39_00.wav,39,5269.0,3128978.787878788
1,alpha_2017_05_13__20_41_00.wav,0,8823.5,18286689.646464646
1,alpha_2017_05_13__20_41_00.wav,1,6652.0,10111713.131313132
1,alpha_2017_05_13__20_41_00.wav,2,5484.5,11840388.636363637
1,alpha_2017_05_13__20_41_00.wav,3,6659.0,16706685.858585859
1,alpha_2017_05_13__20_41_00.wav,4,6323.5,10926437.121212121
1,alpha_2017_05_13__20_41_00.wav,5,6481.0,10770746.464646464
1,alpha_2017_05_13__20_41_00.wav,6,6502.0,7825298.98989899
1,alpha_2017_05_13__20_41_00.wav,7,6704.0,8104983.838383839
1,alpha_2017_05_13__20_41_00.wav,8,8430.5,7486711.868686869
1,alpha_2017_05_13__20_41_00.wav,9,7752.5,8336281.565656566
1,alpha_2017_05_13__20_41_00.wav,10,6403.0,7473526.262626262
1,alpha_2017_05_13__20_41_00.wav,11,7757.0,9165556.565656565
1,alpha_2017_05_13__20_41_00.wav,12,7597.5,6437695.707070707
1,alpha_2017_05_13__20_41_00.wav,13,5984.5,8566045.202020202
1,alpha_2017_05_13__20_41_00.wav,14,8463.0,6648415.151515151
1,alpha_2017_05_13__20_41_00.wav,15,5696.5,8422386.616161617
1,alpha_2017_05_13__20_41_00.wav,16,7059.5,5133974.4949494945
1,alpha_2017_05_13__20_41_00.wav,17,6472.5,7040271.464646464
1,alpha_2017_05_13__20_41_00.wav,18,6689.0,7233817.171717172
1,alpha_2017_05_13__20_41_00.wav,19,6058.5,6720507.828282828
1,alpha_2017_05_13__20_41_00.wav,20,5698.5,4298760.353535353
1,alpha_2017_05_13__20_41_00.wav,21,5519.0,4651958.585858586
1,alpha_2017_05_13__20_41_00.wav,22,5025.5,7170883.585858586
1,alpha_2017_05_13__20_41_00.wav,23,6786.5,11263225.0
1,alpha_2017_05_13__20_41_00.wav,24,6458.0,6320743.434343434
1,alpha_2017_05_13__20_41_00.wav,25,6457.5,6239564.393939394
1,alpha_2017_05_13__20_41_00.wav,26,6622.5,7967948.232323232
1,alpha_2017_05_13__20_41_00.wav,27,6505.5,6849893.686868687
1,alpha_2017_05_13__20_41_00.wav,28,6048.5,5621992.676767677
1,alpha_2017_05_13__20_41_00.wav,29,6859.5,7656802.777777778
1,alpha_2017_05_13__20_41_00.wav,30,7553.0,4811708.080808081
1,alpha_2017_05_13__20_41_00.wav,31,6618.0,5436339.393939394
1,alpha_2017_05_13__20_41_00.wav,32,8437.5,1691837.121212121
1,alpha_2017_05_13__20_41_00.wav,33,8942.0,3472258.585858586
1,alpha_2017_05_13__20_41_00.wav,34,6213.0,3925990.909090909
1,alpha_2017_05_13__20_41_00.wav,35,6845.0,4950530.303030303
1,alpha_2017_05_13__20_41_00.wav,36,7546.0,4938923.232323232
1,alpha_2017_05_13__20_41_00.wav,37,5981.5,4068012.878787879
1,alpha_2017_05_13__20_41_00.wav,38,8268.0,4568561.6161616165
1,alpha_2017_05_13__20_41_00.wav,39,7911.0,6021847.474747474
1,alpha_2017_05_13__20_42_31.wav,0,8852.0,19093884.848484848
1,alpha_2017_05_13__20_42_31.wav,1,5554.5,7900964.393939394
1,alpha_2017_05_13__20_42_31.wav,2,8350.5,8016287.626262627
1,alpha_2017_05_13__20_42_31.wav,3,8291.5,3551012.878787879
1,alpha_2017_05_13__20_42_31.wav,4,7900.5,6086388.636363637
1,alpha_2017_05_13__20_42_31.wav,5,8042.5,6286079.545454546
1,alpha_2017_05_13__20_42_31.wav,6,7578.0,4039662.626262626
1,alpha_2017_05_13__20_42_31.wav,7,7748.0,6034339.393939394
1,alpha_2017_05_13__20_42_31.wav,8,5786.5,6024538.131313131
1,alpha_2017_05_13__20_42_31.wav,9,8198.5,6826992.676767677
1,alpha_2017_05_13__20_42_31.wav,10,6680.5,3259843.1818181816
1,alpha_2017_05_13__20_42_31.wav,11,7516.5,3905760.3535353537
1,alpha_2017_05_13__20_42_31.wav,12,8615.5,5432408.838383839
1,alpha_2017_05_13__20_42_31.wav,13,7665.5,5197055.303030303
1,alpha_2017_05_13__20_42_31.wav,14,6445.5,3475156.3131313133
1,alpha_2017_05_13__20_42_31.wav,15,8582.5,3614463.383838384
1,alpha_2017_05_13__20_42_31.wav,16,6531.0,3953574.7474747472
1,alpha_2017_05_13__20_42_31.wav,17,8341.5,5312326.01010101
1,alpha_2017_05_13__20_42_31.wav,18,9334.0,3385397.97979798
1,alpha_2017_05_13__20_42_31.wav,19,7476.5,6484719.94949495
1,alpha_2017_05_13__20_42_31.wav,20,9034.0,4234337.373737373
1,alpha_2017_05_13__20_42_31.wav,21,8631.5,5049073.484848484
1,alpha_2017_05_13__20_42_31.wav,22,8630.0,4237121.212121212
1,alpha_2017_05_13__20_42_31.wav,23,8105.5,5553075.5050505055
1,alpha_2017_05_13__20_42_31.wav,24,8565.5,4293822.97979798
1,alpha_2017_05_13__20_42_31.wav,25,8313.5,4667921.96969697
1,alpha_2017_05_13__20_42_31.wav,26,9051.5,4581285.606060606
1,alpha_2017_05_13__20_42_31.wav,27,9017.5,3981938.131313131
1,alpha_2017_05_13__20_42_31.wav,28,8626.5,3773204.797979798
1,alpha_2017_05_13__20_42_31.wav,29,8725.0,2823308.0808080807
1,alpha_2017_05_13__20_42_31.wav,30,8753.0,3130647.474747475
1,alpha_2017_05_13__20_42_31.wav,31,8074.0,3868155.5555555555
1,alpha_2017_05_13__20_42_31.wav,32,7389.0,5405130.303030303
1,alpha_2017_05_13__20_42_31.wav,33,8266.0,3775751.515151515
1,alpha_2017_05_13__20_42_31.wav,34,6700.5,4500429.04040404
1,alpha_2017_05_13__20_42_31.wav,35,8578.5,5031730.05050505
1,alpha_2017_05_13__20_42_31.wav,36,9444.5,3385297.727272727
1,alpha_2017_05_13__20_42_31.wav,37,8374.0,6262852.525252526
1,alpha_2017_05_13__20_42_31.wav,38,8782.5,3644665.404040404
1,alpha_2017_05_13__20_42_31.wav,39,9111.0,1916948.4848484849
1,alpha_2017_05_13__20_44_00.wav,0,9552.0,16526612.121212121
1,alpha_2017_05_13__20_44_00.wav,1,8543.5,4639123.98989899
1,alpha_2017_05_13__20_44_00.wav,2,9017.5,3407594.696969697
1,alpha_2017_05_13__20_44_00.wav,3,8760.5,4651631.060606061
1,alpha_2017_05_13__20_44_00.wav,4,7793.0,6131213.131313131
1,alpha_2017_05_13__20_44_00.wav,5,8787.0,5261546.464646464
1,alpha_2017_05_13__20_44_00.wav,6,7729.0,7701170.707070707
1,alpha_2017_05_13__20_44_00.wav,7,8925.5,4622146.212121212
1,alpha_2017_05_13__20_44_00.wav,8,8234.0,4947569.696969697
1,alpha_2017_05_13__20_44_00.wav,9,8768.5,5480588.636363637
1,alpha_2017_05_13__20_44_00.wav,10,9489.0,2372403.0303030303
1,alpha_2017_05_13__20_44_00.wav,11,8288.5,2834487.626262626
1,alpha_2017_05_13__20_44_00.wav,12,8441.0,4875524.242424242
1,alpha_2017_05_13__20_44_00.wav,13,7778.5,5898194.696969697
1,alpha_2017_05_13__20_44_00.wav,14,8668.5,5408467.424242424
1,alpha_2017_05_13__20_44_00.wav,15,8324.5,2878610.8585858587
1,alpha_2017_05_13__20_44_00.wav,16,8616.5,4996315.909090909
1,alpha_2017_05_13__20_44_00.wav,17,8487.0,4643718.181818182
1,alpha_2017_05_13__20_44_00.wav,18,8930.0,5328080.808080808
1,alpha_2017_05_13__20_44_00.wav,19,9613.0,1630384.8484848484
1,alpha_2017_05_13__20_44_00.wav,20,8537.0,1461495.9595959596
1,alpha_2017_05_13__20_44_00.wav,21,8726.0,1521185.8585858585
1,alpha_2017_05_13__20_44_00.wav,22,8330.5,2049742.1717171718
1,alpha_2017_05_13__20_44_00.wav,23,8440.5,3426398.737373737
1,alpha_2017_05_13__20_44_00.wav,24,7207.0,5670102.02020202
1,alpha_2017_05_13__20_44_00.wav,25,7436.0,5537478.787878788
1,alpha_2017_05_13__20_44_00.wav,26,6729.5,5698742.171717172
1,alpha_2017_05_13__20_44_00.wav,27,8003.0,6857263.636363637
1,alpha_2017_05_13__20_44_00.wav,28,9104.5,4988035.101010101
1,alpha_2017_05_13__20_44_00.wav,29,8657.0,6003384.848484849
1,alpha_2017_05_13__20_44_00.wav,30,8427.0,3583910.101010101
1,alpha_2017_05_13__20_44_00.wav,31,8201.0,6372726.262626262
1,alpha_2017_05_13__20_44_00.wav,32,8237.5,5800018.939393939
1,alpha_2017_05_13__20_44_00.wav,33,7128.0,5975622.222222222
1,alpha_2017_05_13__20_44_00.wav,34,8206.5,5360740.151515151
1,alpha_2017_05_13__20_44_00.wav,35,6959.0,5301988.888888889
1,alpha_2017_05_13__20_44_00.wav,36,8314.5,5099004.797979798
1,alpha_2017_05_13__20_44_00.wav,37,9447.5,4163402.777777778
1,alpha_2017_05_13__20_44_00.wav,38,7659.0,5728807.070707071
1,alpha_2017_05_13__20_44_00.wav,39,8589.5,4013752.272727273
1,alpha_2017_05_13__20_45_00.wav,0,9423.0,14375829.292929294
1,alpha_2017_05_13__20_45_00.wav,1,7359.5,6670893.686868687
1,alpha_2017_05_13__20_45_00.wav,2,8176.0,5996993.939393939
1,alpha_2017_05_13__20_45_00.wav,3,7238.5,5790396.717171717
1,alpha_2017_05_13__20_45_00.wav,4,7661.5,7617366.414141414
1,alpha_2017_05_13__20_45_00.wav,5,7832.5,6062089.646464647
1,alpha_2017_05_13__20_45_00.wav,6,7816.5,4260962.373737373
1,alpha_2017_05_13__20_45_00.wav,7,8930.0,9218787.878787879
1,alpha_2017_05_13__20_45_00.wav,8,9188.5,7356709.848484849
1,alpha_2017_05_13__20_45_00.wav,9,9880.5,5723025.0
1,alpha_2017_05_13__20_45_00.wav,10,10197.5,3939463.383838384
1,alpha_2017_05_13__20_45_00.wav,11,5583.0,10236172.727272727
1,alpha_2017_05_13__20_45_00.wav,12,4236.0,3648741.414141414
1,alpha_2017_05_13__20_45_00.wav,13,1883.0,1071223.2323232323
1,alpha_2017_05_13__20_45_00.wav,14,2713.5,5649184.595959596
1,alpha_2017_05_13__20_45_00.wav,15,2538.0,343238.38383838383
1,alpha_2017_05_13__20_45_00.wav,16,1673.0,436940.404040404
1,alpha_2017_05_13__20_45_00.wav,17,1892.5,722493.6868686868
1,alpha_2017_05_13__20_45_00.wav,18,3400.5,52247.22222222222
1,alpha_2017_05_13__20_45_00.wav,19,3828.5,4613396.717171717
1,alpha_2017_05_13__20_45_00.wav,20,2932.5,1993655.303030303
1,alpha_2017_05_13__20_45_00.wav,21,4518.0,6632602.02020202
1,alpha_2017_05_13__20_45_00.wav,22,4372.5,8514463.383838383
1,alpha_2017_05_13__20_45_00.wav,23,1972.0,688147.4747474748
1,alpha_2017_05_13__20_45_00.wav,24,3901.0,5785251.515151516
1,alpha_2017_05_13__20_45_00.wav,25,2289.0,186998.9898989899
1,alpha_2017_05_13__20_45_00.wav,26,5633.5,5190103.787878788
1,alpha_2017_05_13__20_45_00.wav,27,7154.5,2357429.0404040404
1,alpha_2017_05_13__20_45_00.wav,28,7243.0,3300708.0808080807
1,alpha_2017_05_13__20_45_00.wav,29,8409.0,2226635.3535353537
1,alpha_2017_05_13__20_45_00.wav,30,8215.5,3328620.9595959596
1,alpha_2017_05_13__20_45_00.wav,31,8540.5,2659227.02020202
1,alpha_2017_05_13__20_45_00.wav,32,7803.0,4980798.98989899
1,alpha_2017_05_13__20_45_00.wav,33,6869.5,4074237.121212121
1,alpha_2017_05_13__20_45_00.wav,34,9311.0,2496948.484848485
1,alpha_2017_05_13__20_45_00.wav,35,8986.5,3463376.515151515
1,alpha_2017_05_13__20_45_00.wav,36,8327.5,4170069.4444444445
1,alpha_2017_05_13__20_45_00.wav,37,9000.0,3336414.1414141413
1,alpha_2017_05_13__20_45_00.wav,38,7878.5,3399204.797979798
1,alpha_2017_05_13__20_45_00.wav,39,7918.0,3299672.727272727
1,alpha_2017_05_13__20_47_00.wav,0,7828.5,22006123.98989899
1,alpha_2017_05_13__20_47_00.wav,1,6145.5,6177782.575757576
1,alpha_2017_05_13__20_47_00.wav,2,5867.0,7514859.595959596
1,alpha_2017_05_13__20_47_00.wav,3,5322.0,8238197.97979798
1,alpha_2017_05_13__20_47_00.wav,4,5884.0,5267620.202020202
1,alpha_2017_05_13__20_47_00.wav,5,5609.5,7365540.151515151
1,alpha_2017_05_13__20_47_00.wav,6,3748.5,7526285.606060606
1,alpha_2017_05_13__20_47_00.wav,7,3695.5,9055964.393939395
1,alpha_2017_05_13__20_47_00.wav,8,4995.0,7078762.626262627
1,alpha_2017_05_13__20_47_00.wav,9,5727.0,7190374.747474748
1,alpha_2017_05_13__20_47_00.wav,10,5639.5,9324257.323232323
1,alpha_2017_05_13__20_47_00.wav,11,6299.5,13664014.8989899
1,alpha_2017_05_13__20_47_00.wav,12,4850.5,8222398.737373738
1,alpha_2017_05_13__20_47_00.wav,13,5188.0,7114400.0
1,alpha_2017_05_13__20_47_00.wav,14,5528.0,10181329.292929294
1,alpha_2017_05_13__20_47_00.wav,15,4913.0,4677455.555555556
1,alpha_2017_05_13__20_47_00.wav,16,5159.0,6327342.424242424
1,alpha_2017_05_13__20_47_00.wav,17,5579.5,9525509.848484848
1,alpha_2017_05_13__20_47_00.wav,18,5782.0,11589218.181818182
1,alpha_2017_05_13__20_47_00.wav,19,5431.0,12286908.08080808
1,alpha_2017_05_13__20_47_00.wav,20,6039.5,13336025.0
1,alpha_2017_05_13__20_47_00.wav,21,7311.0,6861746.464646464
1,alpha_2017_05_13__20_47_00.wav,22,6281.5,11963063.383838383
1,alpha_2017_05_13__20_47_00.wav,23,6923.5,11628911.868686868
1,alpha_2017_05_13__20_47_00.wav,24,5173.5,6644416.919191919
1,alpha_2017_05_13__20_47_00.wav,25,6249.0,11358685.858585859
1,alpha_2017_05_13__20_47_00.wav,26,5416.0,8675296.969696969
1,alpha_2017_05_13__20_47_00.wav,27,6809.5,7608721.96969697
1,alpha_2017_05_13__20_47_00.wav,28,4768.0,5647753.535353536
