music,file,frame,mfcc_mean,mfcc_var
1,antena1_2017_05_14__16_12_00.wav,14,0.0863317386981,0.04085494671270284
1,antena1_2017_05_14__16_12_00.wav,15,0.1058126511759,0.041182278312312665
1,antena1_2017_05_14__16_12_00.wav,16,0.09903413619577,0.044501244760694766
1,antena1_2017_05_14__16_12_00.wav,17,-0.05827318126055,0.028670323352737333
1,antena1_2017_05_14__16_12_00.wav,18,-0.0009966402751500011,0.042228047690095014
1,antena1_2017_05_14__16_12_00.wav,19,-0.1129177844366,0.03990967898080299
1,antena1_2017_05_14__16_12_00.wav,20,0.1522629191074,0.07178569310593312
1,antena1_2017_05_14__16_12_00.wav,21,-0.10680938013,0.033763305247199706
1,antena1_2017_05_14__16_12_00.wav,22,0.1457222465075,0.04808641687609693
1,antena1_2017_05_14__16_12_00.wav,23,-0.0363218804705,0.04435427468291947
1,antena1_2017_05_14__16_12_00.wav,24,0.05742908825063,0.027853523671742434
1,antena1_2017_05_14__16_12_00.wav,25,0.07510765622963,0.03142970739487007
1,antena1_2017_05_14__16_12_00.wav,26,-0.1348241335714,0.05127674640969403
1,antena1_2017_05_14__16_12_00.wav,27,-0.0523657068324,0.029859182838307866
1,antena1_2017_05_14__16_12_00.wav,28,0.17276504384071,0.03439365975967329
1,antena1_2017_05_14__16_12_00.wav,29,0.1651212933978,0.04707496166328274
1,antena1_2017_05_14__16_12_00.wav,30,0.1413288234668,0.024245411318040856
1,antena1_2017_05_14__16_12_00.wav,31,0.0233702882106,0.03790730987690559
1,antena1_2017_05_14__16_12_00.wav,32,0.0581486011745,0.05950371611011219
1,antena1_2017_05_14__16_12_00.wav,33,0.005158871047609997,0.030281047892394126
1,antena1_2017_05_14__16_12_00.wav,34,0.02996706956836,0.026569237117900203
1,antena1_2017_05_14__16_12_00.wav,35,0.1145082308958,0.057071843264413114
1,antena1_2017_05_14__16_12_00.wav,36,0.14766537561416,0.05051906594656733
1,antena1_2017_05_14__16_12_00.wav,37,0.08816621739981,0.033276840027653715
1,antena1_2017_05_14__16_12_00.wav,38,0.0763309936355,0.03824086248010574
1,antena1_2017_05_14__16_12_00.wav,39,-0.0214115744147,0.05183079853654102
1,antena1_2017_05_14__16_13_00.wav,0,0.01780181879536,0.03191369142912036
1,antena1_2017_05_14__16_13_00.wav,1,-0.047423236068430005,0.06421784066937702
1,antena1_2017_05_14__16_13_00.wav,2,0.007800367134039998,0.09199433028407074
1,antena1_2017_05_14__16_13_00.wav,3,-0.0874996162631,0.03828287632905036
1,antena1_2017_05_14__16_13_00.wav,4,-0.1018395483323,0.048607883534966444
1,antena1_2017_05_14__16_13_00.wav,5,-0.06568577883222,0.05054615584214351
1,antena1_2017_05_14__16_13_00.wav,6,-0.0241808188433,0.0383080511817773
1,antena1_2017_05_14__16_13_00.wav,7,0.0256759243466,0.04563674692801803
1,antena1_2017_05_14__16_13_00.wav,8,-0.0175499599626,0.026613144295854547
1,antena1_2017_05_14__16_13_00.wav,9,0.0960855190354,0.04412986208035074
1,antena1_2017_05_14__16_13_00.wav,10,0.098239528804,0.036991285427138004
1,antena1_2017_05_14__16_13_00.wav,11,0.0613807342591,0.03557467026094627
1,antena1_2017_05_14__16_13_00.wav,12,0.2120974787887,0.04170272629387581
1,antena1_2017_05_14__16_13_00.wav,13,0.11910340477938,0.040796609965612254
1,antena1_2017_05_14__16_13_00.wav,14,0.16898841513308,0.038734660580489536
1,antena1_2017_05_14__16_13_00.wav,15,0.0905212191564,0.04247766614581593
1,antena1_2017_05_14__16_13_00.wav,16,-0.036395989741100004,0.023814591710226856
1,antena1_2017_05_14__16_13_00.wav,17,-0.1104071869974,0.033290906830107145
1,antena1_2017_05_14__16_13_00.wav,18,0.038853463983007,0.02931689878817024
1,antena1_2017_05_14__16_13_00.wav,19,0.05576778204618,0.04431309691509712
1,antena1_2017_05_14__16_13_00.wav,20,0.16680627709344,0.0348272992579056
1,antena1_2017_05_14__16_13_00.wav,21,0.0143460601127,0.035206716299180825
1,antena1_2017_05_14__16_13_00.wav,22,0.0222722125157,0.044702449907417376
1,antena1_2017_05_14__16_13_00.wav,23,0.007858310364020002,0.04987339780286311
1,antena1_2017_05_14__16_13_00.wav,24,0.08999691367385,0.04155974471747176
1,antena1_2017_05_14__16_13_00.wav,25,0.1080140056714,0.044528185021603335
1,antena1_2017_05_14__16_13_00.wav,26,0.0513002395444,0.04514309792307801
1,antena1_2017_05_14__16_13_00.wav,27,0.0017318148890100005,0.038898032930116275
1,antena1_2017_05_14__16_13_00.wav,28,1.8217138200000792e-05,0.08640935636609078
1,antena1_2017_05_14__16_13_00.wav,29,0.09351589102194,0.04137814393534379
1,antena1_2017_05_14__16_13_00.wav,30,0.1042192071975,0.0458615398027904
1,antena1_2017_05_14__16_13_00.wav,31,0.117339007138847,0.03597116077804639
1,antena1_2017_05_14__16_13_00.wav,32,0.1105924680308,0.03467358622168558
1,antena1_2017_05_14__16_13_00.wav,33,0.1023297782349,0.04645045809757536
1,antena1_2017_05_14__16_13_00.wav,34,0.2609280318307,0.03118542986019691
1,antena1_2017_05_14__16_13_00.wav,35,0.29172438568256,0.06898472738308374
1,antena1_2017_05_14__16_13_00.wav,36,0.1919962105153,0.04517265371314366
1,antena1_2017_05_14__16_13_00.wav,37,0.0182458495444,0.03403550995409796
1,antena1_2017_05_14__16_13_00.wav,38,-0.1606030488925,0.03341829872684256
1,antena1_2017_05_14__16_13_00.wav,39,0.1106145581468,0.042745641833763254
1,antena1_2017_05_14__16_15_00.wav,0,-0.048692089083399996,0.049900697796287
1,antena1_2017_05_14__16_15_00.wav,1,-0.204498462958,0.03820203160150524
1,antena1_2017_05_14__16_15_00.wav,2,-0.056067276022,0.049139391912198765
1,antena1_2017_05_14__16_15_00.wav,3,0.008053481781999999,0.049911154053501716
1,antena1_2017_05_14__16_15_00.wav,4,-0.022309025007980002,0.04834079802879542
1,antena1_2017_05_14__16_15_00.wav,5,-0.2270697454679,0.03199392124017502
1,antena1_2017_05_14__16_15_00.wav,6,-0.1711261066767,0.03162784093027542
1,antena1_2017_05_14__16_15_00.wav,7,-0.1666990862832,0.03053678249369049
1,antena1_2017_05_14__16_15_00.wav,8,-0.1067971697888,0.02921292812205146
1,antena1_2017_05_14__16_15_00.wav,9,0.159261509473,0.029286699648749862
1,antena1_2017_05_14__16_15_00.wav,10,-0.1840621262345,0.0571341400703439
1,antena1_2017_05_14__16_15_00.wav,11,-0.07341049998094,0.06963515413881742
1,antena1_2017_05_14__16_15_00.wav,12,-0.19018741631748,0.08065728683072995
1,antena1_2017_05_14__16_15_00.wav,13,-0.0401508714417,0.05705479348253826
1,antena1_2017_05_14__16_15_00.wav,14,0.0973478597953,0.04042069639188504
1,antena1_2017_05_14__16_15_00.wav,15,0.1239452738311,0.03433456587378614
1,antena1_2017_05_14__16_15_00.wav,16,0.07914363086869,0.038427691796536094
1,antena1_2017_05_14__16_15_00.wav,17,0.1189537116968,0.04857937822116805
1,antena1_2017_05_14__16_15_00.wav,18,-0.1698421044666,0.08290995707269092
1,antena1_2017_05_14__16_15_00.wav,19,-0.0552052517748,0.049761858295138836
1,antena1_2017_05_14__16_15_00.wav,20,0.1068184491779,0.03852950240928271
1,antena1_2017_05_14__16_15_00.wav,21,-0.0381333011121,0.039495724471360474
1,antena1_2017_05_14__16_15_00.wav,22,-0.01920924935382,0.031086407009914295
1,antena1_2017_05_14__16_15_00.wav,23,0.058381348638620004,0.03028539293685034
1,antena1_2017_05_14__16_15_00.wav,24,-0.026500504664,0.05246912842121799
1,antena1_2017_05_14__16_15_00.wav,25,-0.0039572782114000015,0.04226615284860334
1,antena1_2017_05_14__16_15_00.wav,26,-0.1149927464998,0.06908793635805018
1,antena1_2017_05_14__16_15_00.wav,27,-0.1648714855378,0.07049545294667721
1,antena1_2017_05_14__16_15_00.wav,28,0.0083264101341,0.055323869374417634
1,antena1_2017_05_14__16_15_00.wav,29,0.0211553949154,0.04550849831329312
1,antena1_2017_05_14__16_15_00.wav,30,-0.0776481095842,0.09454807225330837
1,antena1_2017_05_14__16_15_00.wav,31,0.002133883294200001,0.0473212262344307
1,antena1_2017_05_14__16_15_00.wav,32,-0.122878940586446,0.053967419711466146
1,antena1_2017_05_14__16_15_00.wav,33,-0.0858351503898,0.03310447662536909
1,antena1_2017_05_14__16_15_00.wav,34,0.17476767288,0.06292935188780956
1,antena1_2017_05_14__16_15_00.wav,35,0.3710608181365,0.035915208201597326
1,antena1_2017_05_14__16_15_00.wav,36,0.006315060694300002,0.06340436336886462
1,antena1_2017_05_14__16_15_00.wav,37,-0.038207335987200004,0.04218771557568402
1,antena1_2017_05_14__16_15_00.wav,38,0.1702614991278,0.03746572703942201
1,antena1_2017_05_14__16_15_00.wav,39,0.005426835718400001,0.034906842495323984
1,antena1_2017_05_14__16_16_00.wav,0,-0.1671880028213,0.050156241636576414
1,antena1_2017_05_14__16_16_00.wav,1,-0.0483827256138,0.05719638729767597
1,antena1_2017_05_14__16_16_00.wav,2,-0.006107057231799999,0.0361910732352086
1,antena1_2017_05_14__16_16_00.wav,3,-0.013843742969373001,0.05135914273425614
1,antena1_2017_05_14__16_16_00.wav,4,0.1882692511383,0.09684767621197014
1,antena1_2017_05_14__16_16_00.wav,5,-0.206168110781,0.05908424647675653
1,antena1_2017_05_14__16_16_00.wav,6,-0.0011814523181999982,0.04791719175840344
1,antena1_2017_05_14__16_16_00.wav,7,0.0343361042598,0.02218839865077207
1,antena1_2017_05_14__16_16_00.wav,8,-0.260821241274,0.08159983715365368
1,antena1_2017_05_14__16_16_00.wav,9,-0.1514435627878,0.045857946478766703
1,antena1_2017_05_14__16_16_00.wav,10,-0.3001112277467,0.05304288370866849
1,antena1_2017_05_14__16_16_00.wav,11,-0.18689563235904,0.0640679290102185
1,antena1_2017_05_14__16_16_00.wav,12,0.06093700032559,0.03367887921877851
1,antena1_2017_05_14__16_16_00.wav,13,0.0535319466946,0.058467376082567024
1,antena1_2017_05_14__16_16_00.wav,14,0.050447749016219,0.031983342510328576
1,antena1_2017_05_14__16_16_00.wav,15,0.020893086105400003,0.04555984135802362
1,antena1_2017_05_14__16_16_00.wav,16,0.1849338581508,0.04481002879411592
1,antena1_2017_05_14__16_16_00.wav,17,0.30461492892731,0.03464591329520736
1,antena1_2017_05_14__16_16_00.wav,18,0.0586521932631,0.02248090617323447
1,antena1_2017_05_14__16_16_00.wav,19,0.0499169849002,0.058522846812329214
1,antena1_2017_05_14__16_16_00.wav,20,-0.1425902361654,0.047424286784888026
1,antena1_2017_05_14__16_16_00.wav,21,0.043322254282000004,0.034257052756955814
1,antena1_2017_05_14__16_16_00.wav,22,0.033761688880700004,0.08790114558059868
1,antena1_2017_05_14__16_16_00.wav,23,-0.12415034791028,0.07895048994243109
1,antena1_2017_05_14__16_16_00.wav,24,-0.0828595507112,0.05015362175227212
1,antena1_2017_05_14__16_16_00.wav,25,-0.3411648054249,0.06158456764304212
1,antena1_2017_05_14__16_16_00.wav,26,-0.006046604426599999,0.043177037375764636
1,antena1_2017_05_14__16_16_00.wav,27,0.0034117411588999997,0.06050528833658606
1,antena1_2017_05_14__16_16_00.wav,28,-0.2242804649944,0.0668052319230571
1,antena1_2017_05_14__16_16_00.wav,29,0.0612729172513,0.10179269394183021
1,antena1_2017_05_14__16_16_00.wav,30,-0.0027250971595200037,0.06667950498604902
1,antena1_2017_05_14__16_16_00.wav,31,0.23935679667167,0.03267240540258158
1,antena1_2017_05_14__16_16_00.wav,32,0.1676887185588,0.05695927859022514
1,antena1_2017_05_14__16_16_00.wav,33,0.14642143271,0.0509657994880366
1,antena1_2017_05_14__16_16_00.wav,34,0.010359764261,0.05984133932797112
1,antena1_2017_05_14__16_16_00.wav,35,0.011228490893290002,0.0248650547333997
1,antena1_2017_05_14__16_16_00.wav,36,0.1879870549871,0.13193717078288741
1,antena1_2017_05_14__16_16_00.wav,37,0.1578052949694,0.035723079466405724
1,antena1_2017_05_14__16_16_00.wav,38,-0.1557345627592,0.04876382467434381
1,antena1_2017_05_14__16_16_00.wav,39,0.0018956672136000005,0.05466208407661134
1,antena1_2017_05_14__16_17_00.wav,0,-0.2370478707271,0.0590999901430595
1,antena1_2017_05_14__16_17_00.wav,1,-0.1650062170684,0.06434078888290748
1,antena1_2017_05_14__16_17_00.wav,2,0.038160255273199994,0.06947819677293814
1,antena1_2017_05_14__16_17_00.wav,3,-0.3155262987945,0.07850448175438679
1,antena1_2017_05_14__16_17_00.wav,4,-0.063664517864993,0.046749429873688596
1,antena1_2017_05_14__16_17_00.wav,5,0.1069496989512,0.03875367971223748
1,antena1_2017_05_14__16_17_00.wav,6,0.0073116131110000015,0.1587058508779897
1,antena1_2017_05_14__16_17_00.wav,7,-0.0463543372631,0.07162265157005847
1,antena1_2017_05_14__16_17_00.wav,8,-0.0895000338718,0.06863470970153612
1,antena1_2017_05_14__16_17_00.wav,9,-0.1513301529395,0.04876588410762117
1,antena1_2017_05_14__16_17_00.wav,10,-0.0459367640914,0.04148662113098874
1,antena1_2017_05_14__16_17_00.wav,11,-0.0534854838484,0.048023348037944245
1,antena1_2017_05_14__16_17_00.wav,12,0.12995844188271,0.02973420847784516
1,antena1_2017_05_14__16_17_00.wav,13,-0.0604844162804,0.04488826630563937
1,antena1_2017_05_14__16_17_00.wav,14,0.07915674823154,0.05875244113836995
1,antena1_2017_05_14__16_17_00.wav,15,0.3523339887378,0.05407465875656664
1,antena1_2017_05_14__16_17_00.wav,16,-0.20732868949241,0.1043445353279288
1,antena1_2017_05_14__16_17_00.wav,17,-0.10251522212509,0.04554952484732439
1,antena1_2017_05_14__16_17_00.wav,18,0.0565208385774,0.06049638566658974
1,antena1_2017_05_14__16_17_00.wav,19,0.1373466566819,0.03537145566602755
1,antena1_2017_05_14__16_17_00.wav,20,-0.03112341849845,0.042462202105582894
1,antena1_2017_05_14__16_17_00.wav,21,0.133806395835,0.04367196632655271
1,antena1_2017_05_14__16_17_00.wav,22,0.06915736461,0.05444058743687634
1,antena1_2017_05_14__16_17_00.wav,23,0.11474523961185,0.05360916454501125
1,antena1_2017_05_14__16_17_00.wav,24,0.1485517184185,0.06925191970297569
1,antena1_2017_05_14__16_17_00.wav,25,0.1665951361692,0.06822418130492827
1,antena1_2017_05_14__16_17_00.wav,26,-0.1810706109769,0.06463438224361953
1,antena1_2017_05_14__16_17_00.wav,27,0.02572782274757,0.046020304621223695
1,antena1_2017_05_14__16_17_00.wav,28,0.1373764564692,0.04546594852712655
1,antena1_2017_05_14__16_17_00.wav,29,0.099261369727,0.056402745377573206
1,antena1_2017_05_14__16_17_00.wav,30,0.029155239676299998,0.035313730153866886
1,antena1_2017_05_14__16_17_00.wav,31,-0.1258906500714,0.026341721399134717
1,antena1_2017_05_14__16_17_00.wav,32,0.06537001288284,0.04527548264067593
1,antena1_2017_05_14__16_17_00.wav,33,0.040256293002789996,0.043427929761908325
1,antena1_2017_05_14__16_17_00.wav,34,0.19869275469619999,0.04205635438721968
1,antena1_2017_05_14__16_17_00.wav,35,0.097268455697,0.024948756926895587
1,antena1_2017_05_14__16_17_00.wav,36,-0.0601748111804,0.049256167909884206
1,antena1_2017_05_14__16_17_00.wav,37,0.0455177921643,0.06306689776487044
1,antena1_2017_05_14__16_17_00.wav,38,-0.1665998918455,0.051390185632289156
1,antena1_2017_05_14__16_17_00.wav,39,0.0697126935655,0.09777472491858774
1,antena1_2017_05_14__16_19_00.wav,0,0.1505804714693,0.05635927029946965
1,antena1_2017_05_14__16_19_00.wav,1,-0.062449128001369994,0.06140204636782971
1,antena1_2017_05_14__16_19_00.wav,2,0.0980108412248,0.04988455250618254
1,antena1_2017_05_14__16_19_00.wav,3,-0.13691755467481,0.06648318908217571
1,antena1_2017_05_14__16_19_00.wav,4,-0.340786661079,0.059359609305325994
1,antena1_2017_05_14__16_19_00.wav,5,0.023603506554199998,0.08043951371881618
1,antena1_2017_05_14__16_19_00.wav,6,0.2319813577906,0.051035674138609925
1,antena1_2017_05_14__16_19_00.wav,7,0.1971525506386,0.04552801673796314
1,antena1_2017_05_14__16_19_00.wav,8,0.2500677609176,0.049453267987001386
1,antena1_2017_05_14__16_19_00.wav,9,0.2531431135598,0.051829953750000324
1,antena1_2017_05_14__16_19_00.wav,10,-0.11168437511599999,0.0854250015895964
1,antena1_2017_05_14__16_19_00.wav,11,-0.009664081997599997,0.058915029159068745
1,antena1_2017_05_14__16_19_00.wav,12,0.18685466455442,0.03482572741429392
1,antena1_2017_05_14__16_19_00.wav,13,0.09719387431303,0.09512092334804037
1,antena1_2017_05_14__16_19_00.wav,14,0.1288992194757,0.059433883914452625
1,antena1_2017_05_14__16_19_00.wav,15,0.416423845668,0.049382475113911854
1,antena1_2017_05_14__16_19_00.wav,16,0.370236717619,0.045070085355994965
1,antena1_2017_05_14__16_19_00.wav,17,0.2506020817337,0.05227688427879731
1,antena1_2017_05_14__16_19_00.wav,18,0.1233610295853,0.08887653070328246
1,antena1_2017_05_14__16_19_00.wav,19,0.1701637870331,0.05641378277771419
1,antena1_2017_05_14__16_19_00.wav,20,0.1299345420888,0.07688723091054407
1,antena1_2017_05_14__16_19_00.wav,21,0.0347382503938,0.03437801782706621
1,antena1_2017_05_14__16_19_00.wav,22,-0.0381223427141,0.030589070035722598
1,antena1_2017_05_14__16_19_00.wav,23,0.1774140431149,0.056266134832976614
1,antena1_2017_05_14__16_19_00.wav,24,0.1234717874858,0.04541711248818657
1,antena1_2017_05_14__16_19_00.wav,25,0.11608965289889,0.08565651811408546
1,antena1_2017_05_14__16_19_00.wav,26,0.4227209299805,0.03295330722193903
1,antena1_2017_05_14__16_19_00.wav,27,0.552774201941,0.04375271187495568
1,antena1_2017_05_14__16_19_00.wav,28,0.1377874757021,0.051332890297909155
1,antena1_2017_05_14__16_19_00.wav,29,0.10384949053584,0.047719867691177593
1,antena1_2017_05_14__16_19_00.wav,30,-0.236489719363,0.13240511254688392
1,antena1_2017_05_14__16_19_00.wav,31,-0.058782220521698,0.07879120009005498
1,antena1_2017_05_14__16_19_00.wav,32,0.0396228457294,0.0632341341503483
1,antena1_2017_05_14__16_19_00.wav,33,-0.08111576897390001,0.09854629277899456
1,antena1_2017_05_14__16_19_00.wav,34,0.2448077030251,0.04686614520436693
1,antena1_2017_05_14__16_19_00.wav,35,0.0317543924782,0.13167013594983454
1,antena1_2017_05_14__16_19_00.wav,36,-0.08931606988373,0.1732155154870275
1,antena1_2017_05_14__16_19_00.wav,37,-0.2154160363623,0.055240828643731615
1,antena1_2017_05_14__16_19_00.wav,38,-0.0495256312703,0.09481865901079156
1,antena1_2017_05_14__16_19_00.wav,39,0.092885376687,0.047290818156387325
1,antena1_2017_05_14__16_20_00.wav,0,0.3779456554663,0.0488644593043403
1,antena1_2017_05_14__16_20_00.wav,1,0.253728207267,0.032999971347299574
1,antena1_2017_05_14__16_20_00.wav,2,0.1665034215837,0.039226181973348345
1,antena1_2017_05_14__16_20_00.wav,3,0.06551007912191001,0.09308796129234549
1,antena1_2017_05_14__16_20_00.wav,4,0.1334985018518,0.05269769818524412
1,antena1_2017_05_14__16_20_00.wav,5,0.2425928409646,0.04986346733295219
1,antena1_2017_05_14__16_20_00.wav,6,0.0388349948343,0.03939710069060493
1,antena1_2017_05_14__16_20_00.wav,7,-0.069372967296,0.051324933526348974
1,antena1_2017_05_14__16_20_00.wav,8,0.10795303377339,0.05519235247200098
1,antena1_2017_05_14__16_20_00.wav,9,-0.051300570210083,0.05086196620370883
1,antena1_2017_05_14__16_20_00.wav,10,-0.05564261539272,0.0656933748893549
1,antena1_2017_05_14__16_20_00.wav,11,0.487447591795,0.03522034773836215
1,antena1_2017_05_14__16_20_00.wav,12,0.3193578788408,0.045150296423612464
1,antena1_2017_05_14__16_20_00.wav,13,0.2147696481246,0.05206350067793641
1,antena1_2017_05_14__16_20_00.wav,14,0.1821891827381,0.0448902760610116
1,antena1_2017_05_14__16_20_00.wav,15,0.2912943065706,0.07175802110537832
1,antena1_2017_05_14__16_20_00.wav,16,0.15942847690200002,0.11014987573653037
1,antena1_2017_05_14__16_20_00.wav,17,0.3598375502513,0.0677935253182654
1,antena1_2017_05_14__16_20_00.wav,18,0.65951034642,0.03126388304395086
1,antena1_2017_05_14__16_20_00.wav,19,0.313049807112,0.15150280996620039
1,antena1_2017_05_14__16_20_00.wav,20,0.06973591490310001,0.0851940611188189
1,antena1_2017_05_14__16_20_00.wav,21,-0.0393192482793,0.058343171616685556
1,antena1_2017_05_14__16_20_00.wav,22,0.1107259059185,0.14783195999226736
1,antena1_2017_05_14__16_20_00.wav,23,0.54820510422,0.029159880213200463
1,antena1_2017_05_14__16_20_00.wav,24,0.0913164284575,0.09591687134959834
1,antena1_2017_05_14__16_20_00.wav,25,-0.0738303890269,0.07653244695138241
1,antena1_2017_05_14__16_20_00.wav,26,0.145999193036,0.06182130231151025
1,antena1_2017_05_14__16_20_00.wav,27,0.21359050272347,0.04483066589931409
1,antena1_2017_05_14__16_20_00.wav,28,0.1267132870624,0.10063114014476024
1,antena1_2017_05_14__16_20_00.wav,29,0.6219587907577,0.09533716264909266
1,antena1_2017_05_14__16_20_00.wav,30,0.562833944103178,0.08792649020001113
1,antena1_2017_05_14__16_20_00.wav,31,-0.0888964174171,0.10201620786954906
1,antena1_2017_05_14__16_20_00.wav,32,0.17440639954946,0.07637118752893234
1,antena1_2017_05_14__16_20_00.wav,33,0.16651632030626,0.09827219592209875
1,antena1_2017_05_14__16_20_00.wav,34,0.4684948701679,0.05404623300484765
1,antena1_2017_05_14__16_20_00.wav,35,0.2671651562008,0.05472600057265485
1,antena1_2017_05_14__16_20_00.wav,36,0.1598600934399,0.07148106067701486
1,antena1_2017_05_14__16_20_00.wav,37,0.3345375860264,0.154568974285261
1,antena1_2017_05_14__16_20_00.wav,38,0.3265754448219,0.07138133618299211
1,antena1_2017_05_14__16_20_00.wav,39,0.295187289047,0.173582401606212
1,antena1_2017_05_14__16_22_00.wav,0,0.1911618578764,0.06779597418128999
1,antena1_2017_05_14__16_22_00.wav,1,0.2083208579933,0.04361284180283921
1,antena1_2017_05_14__16_22_00.wav,2,0.2795376935411,0.04378342885882047
1,antena1_2017_05_14__16_22_00.wav,3,0.09308877080570001,0.0363561655142137
1,antena1_2017_05_14__16_22_00.wav,4,0.0727762881765,0.0427232925760169
1,antena1_2017_05_14__16_22_00.wav,5,0.035518700752,0.06683122914892142
1,antena1_2017_05_14__16_22_00.wav,6,-0.1088504276145,0.05996814454551023
1,antena1_2017_05_14__16_22_00.wav,7,0.009313940944589998,0.06339542545689938
1,antena1_2017_05_14__16_22_00.wav,8,0.1452243531046,0.04319684999564368
1,antena1_2017_05_14__16_22_00.wav,9,0.0888849657714,0.04251528299424655
1,antena1_2017_05_14__16_22_00.wav,10,0.04342134713782,0.039048862004356026
1,antena1_2017_05_14__16_22_00.wav,11,-0.0418601105376,0.037961195978982114
1,antena1_2017_05_14__16_22_00.wav,12,0.1008785399048,0.04460147726661655
1,antena1_2017_05_14__16_22_00.wav,13,0.1012350999099,0.02851025421556228
1,antena1_2017_05_14__16_22_00.wav,14,0.2184858176195,0.029290246705349274
1,antena1_2017_05_14__16_22_00.wav,15,0.188463749116,0.04603254295918517
1,antena1_2017_05_14__16_22_00.wav,16,0.0466605609245,0.04629471550708712
1,antena1_2017_05_14__16_22_00.wav,17,0.1413047120136,0.05194350443426441
1,antena1_2017_05_14__16_22_00.wav,18,-0.0441873762405,0.1252482665901914
1,antena1_2017_05_14__16_22_00.wav,19,0.1173244348076,0.05974618626671302
1,antena1_2017_05_14__16_22_00.wav,20,0.193168375191,0.09326811739279733
1,antena1_2017_05_14__16_22_00.wav,21,0.07097167440486,0.029190987922689735
1,antena1_2017_05_14__16_22_00.wav,22,0.032445278711500006,0.0510280685721492
1,antena1_2017_05_14__16_22_00.wav,23,0.06709617696549999,0.09031207801122643
1,antena1_2017_05_14__16_22_00.wav,24,0.1052690518928,0.06898079055848926
1,antena1_2017_05_14__16_22_00.wav,25,0.1244400372259,0.05327120610268219
1,antena1_2017_05_14__16_22_00.wav,26,0.1023547133738,0.05316973456545896
1,antena1_2017_05_14__16_22_00.wav,27,0.0375432236113,0.03308649829817214
1,antena1_2017_05_14__16_22_00.wav,28,0.06799378452433,0.04722993568856242
1,antena1_2017_05_14__16_22_00.wav,29,0.1382212586939,0.050620628171824944
1,antena1_2017_05_14__16_22_00.wav,30,0.19066553146721,0.04059835139885018
1,antena1_2017_05_14__16_22_00.wav,31,0.09805241615001001,0.05467520949837193
1,antena1_2017_05_14__16_22_00.wav,32,-0.03050315877953,0.03525297390238887
1,antena1_2017_05_14__16_22_00.wav,33,0.0090190225112,0.04378321149044733
1,antena1_2017_05_14__16_22_00.wav,34,0.0577333501406,0.036215446652137495
1,antena1_2017_05_14__16_22_00.wav,35,0.0606942675968,0.05166287912736039
1,antena1_2017_05_14__16_22_00.wav,36,0.0320881704375,0.04480101823739603
1,antena1_2017_05_14__16_22_00.wav,37,0.2003346053409,0.061022613915490694
1,antena1_2017_05_14__16_22_00.wav,38,-0.0435876963738,0.03493744532832195
1,antena1_2017_05_14__16_22_00.wav,39,0.01151777298717,0.028278768262167665
1,antena1_2017_05_14__16_23_00.wav,0,0.1862468362035,0.02572948029726917
1,antena1_2017_05_14__16_23_00.wav,1,0.06751710081387,0.03781422028892451
1,antena1_2017_05_14__16_23_00.wav,2,0.050816298265,0.04340369887209618
1,antena1_2017_05_14__16_23_00.wav,3,0.063320752918,0.04988040897885405
1,antena1_2017_05_14__16_23_00.wav,4,0.1262768378668,0.05318240198324403
1,antena1_2017_05_14__16_23_00.wav,5,0.14874568187865,0.08803190966152512
1,antena1_2017_05_14__16_23_00.wav,6,0.0718915634936,0.053457049222041905
1,antena1_2017_05_14__16_23_00.wav,7,0.044309595,0.03702435190941259
1,antena1_2017_05_14__16_23_00.wav,8,0.143242950707818,0.02955185064744945
1,antena1_2017_05_14__16_23_00.wav,9,0.056561087617900005,0.04347669824353872
1,antena1_2017_05_14__16_23_00.wav,10,-0.0201512370166,0.033540225629918305
1,antena1_2017_05_14__16_23_00.wav,11,0.0856255451676,0.05724888550282899
1,antena1_2017_05_14__16_23_00.wav,12,0.1216098359052,0.06569573840846346
1,antena1_2017_05_14__16_23_00.wav,13,0.023119995832,0.03684266838881514
1,antena1_2017_05_14__16_23_00.wav,14,0.0711201425623,0.03433891655891744
1,antena1_2017_05_14__16_23_00.wav,15,-0.006267869786400003,0.0400979613450404
1,antena1_2017_05_14__16_23_00.wav,16,0.110442837611,0.030604209773338057
1,antena1_2017_05_14__16_23_00.wav,17,0.20192806044067,0.04790080304321414
1,antena1_2017_05_14__16_23_00.wav,18,0.263697102347596,0.061359447943783424
1,antena1_2017_05_14__16_23_00.wav,19,0.1024634890065,0.0425030999074639
1,antena1_2017_05_14__16_23_00.wav,20,0.05354364691,0.04024804393322769
1,antena1_2017_05_14__16_23_00.wav,21,0.09971839662085,0.040063287739188845
1,antena1_2017_05_14__16_23_00.wav,22,0.0488643074899,0.0380243510111834
1,antena1_2017_05_14__16_23_00.wav,23,0.0377580508373,0.05618899708294238
1,antena1_2017_05_14__16_23_00.wav,24,0.184387164734,0.05479597958033881
1,antena1_2017_05_14__16_23_00.wav,25,-0.0048044418465,0.04336414806739463
1,antena1_2017_05_14__16_23_00.wav,26,0.00681650605392,0.027824949196283123
1,antena1_2017_05_14__16_23_00.wav,27,0.1258126288696,0.04217357537976947
1,antena1_2017_05_14__16_23_00.wav,28,0.209158669927,0.0577147195789986
1,antena1_2017_05_14__16_23_00.wav,29,-0.12580364479514,0.0519193605497371
1,antena1_2017_05_14__16_23_00.wav,30,0.0561021986033,0.05948862421083418
1,antena1_2017_05_14__16_23_00.wav,31,0.14307521800780001,0.039721723353430445
