file,music
vida_2017_05_20__13_04_00.wav,1
vida_2017_05_20__13_06_00.wav,1
vida_2017_05_20__13_08_00.wav,1
vida_2017_05_20__13_10_00.wav,1
vida_2017_05_20__13_12_00.wav,1
vida_2017_05_20__13_14_00.wav,1
vida_2017_05_20__13_16_00.wav,1
vida_2017_05_20__13_18_00.wav,1
vida_2017_05_20__13_20_00.wav,1
vida_2017_05_20__13_22_00.wav,1
vida_2017_05_20__13_24_28.wav,1
vida_2017_05_20__13_26_00.wav,1
vida_2017_05_20__13_28_31.wav,1
vida_2017_05_20__13_30_18.wav,1
vida_2017_05_20__13_32_00.wav,1
vida_2017_05_20__13_34_24.wav,1
vida_2017_05_20__13_36_00.wav,1
vida_2017_05_20__13_38_31.wav,1
vida_2017_05_20__13_40_00.wav,1
vida_2017_05_20__13_42_24.wav,1
vida_2017_05_20__13_44_32.wav,1
vida_2017_05_20__13_46_07.wav,1
vida_2017_05_20__13_48_00.wav,1
vida_2017_05_20__13_50_00.wav,1
vida_2017_05_20__13_52_00.wav,1
vida_2017_05_20__13_54_36.wav,1
vida_2017_05_20__13_56_09.wav,1
vida_2017_05_20__13_58_00.wav,1
vida_2017_05_20__14_00_00.wav,1
vida_2017_05_20__14_02_00.wav,1
vida_2017_05_20__14_04_00.wav,1
vida_2017_05_20__14_06_00.wav,1
vida_2017_05_20__14_08_00.wav,1
98curitiba_2017_05_20__11_59_00.wav,0
98curitiba_2017_05_20__12_01_00.wav,0
98curitiba_2017_05_20__12_33_00.wav,0
98curitiba_2017_05_20__13_03_01.wav,0
98curitiba_2017_05_20__13_19_00.wav,0
98curitiba_2017_05_20__13_39_16.wav,0
98curitiba_2017_05_20__13_41_28.wav,0
98curitiba_2017_05_20__13_43_00.wav,0
alpha_2017_05_13__20_31_00.wav,0
alpha_2017_05_13__20_33_00.wav,0
alpha_2017_05_13__21_01_00.wav,0
alpha_2017_05_14__10_30_00.wav,0
antena1_2017_05_13__19_32_00.wav,0
antena1_2017_05_13__19_33_00.wav,0
antena1_2017_05_13__20_03_00.wav,0
antena1_2017_05_14__14_01_20.wav,0
antena1_2017_05_14__16_01_00.wav,0
cbn_2017_05_13__19_36_46.wav,0
cbn_2017_05_13__19_37_46.wav,0
cbn_2017_05_13__19_39_46.wav,0
cbn_2017_05_13__19_40_46.wav,0
cbn_2017_05_13__19_41_46.wav,0
cbn_2017_05_13__19_42_50.wav,0
cbn_2017_05_13__19_43_46.wav,0
cbn_2017_05_13__19_44_46.wav,0
cbn_2017_05_13__19_45_46.wav,0
cbn_2017_05_13__19_46_46.wav,0
cbn_2017_05_13__19_48_39.wav,0
cbn_2017_05_13__19_50_46.wav,0
cbn_2017_05_13__19_51_46.wav,0
cbn_2017_05_13__19_52_46.wav,0
cbn_2017_05_13__19_53_46.wav,0
cbn_2017_05_13__19_54_46.wav,0
cbn_2017_05_13__19_55_46.wav,0
cbn_2017_05_13__19_59_46.wav,0
cbn_2017_05_13__20_00_46.wav,0
cbn_2017_05_13__20_02_46.wav,0
cbn_2017_05_13__20_03_46.wav,0
cbn_2017_05_13__20_04_46.wav,0
cbn_2017_05_13__20_05_46.wav,0
cbn_2017_05_13__20_06_46.wav,0
cbn_2017_05_13__20_07_00.wav,0
cbn_2017_05_13__20_07_46.wav,0
cbn_2017_05_13__20_08_46.wav,0
cbn_2017_05_13__20_09_46.wav,0
cbn_2017_05_13__20_10_46.wav,0
cbn_2017_05_13__20_11_46.wav,0
cbn_2017_05_13__20_12_46.wav,0
cbn_2017_05_13__20_13_46.wav,0
cbn_2017_05_13__20_14_46.wav,0
cbn_2017_05_13__20_15_46.wav,0
cbn_2017_05_13__20_16_46.wav,0
cbn_2017_05_13__20_17_46.wav,0
cbn_2017_05_13__20_18_46.wav,0
cbn_2017_05_13__20_19_46.wav,0
cbn_2017_05_13__20_20_46.wav,0
cbn_2017_05_13__20_21_46.wav,0
cbn_2017_05_13__20_22_46.wav,0
cbn_2017_05_13__20_23_46.wav,0
cbn_2017_05_13__20_24_46.wav,0
cbn_2017_05_13__20_31_46.wav,0
cbn_2017_05_13__20_32_46.wav,0
cbn_2017_05_13__20_33_46.wav,0
cbn_2017_05_13__20_34_46.wav,0
cbn_2017_05_13__20_35_46.wav,0
cbn_2017_05_13__21_00_06.wav,0
cbn_2017_05_13__21_02_27.wav,0
cbn_2017_05_13__21_04_09.wav,0
cbn_2017_05_13__21_05_07.wav,0
cbn_2017_05_13__21_09_06.wav,0
cbn_2017_05_13__21_10_06.wav,0
cbn_2017_05_13__21_11_06.wav,0
cbn_2017_05_13__21_12_06.wav,0
cbn_2017_05_13__21_13_06.wav,0
cbn_2017_05_13__21_14_32.wav,0
cbn_2017_05_13__21_16_06.wav,0
cbn_2017_05_13__21_17_34.wav,0
cbn_2017_05_13__21_19_36.wav,0
cbn_2017_05_13__21_21_06.wav,0
cbn_2017_05_13__21_22_06.wav,0
cbn_2017_05_13__21_23_06.wav,0
cbn_2017_05_13__21_24_06.wav,0
cbn_2017_05_13__21_25_38.wav,0
cbn_2017_05_13__21_27_36.wav,0
cbn_2017_05_13__21_29_06.wav,0
cbn_2017_05_13__21_30_36.wav,0
cbn_2017_05_13__21_32_06.wav,0
cbn_2017_05_13__21_33_35.wav,0
cbn_2017_05_13__21_35_06.wav,0
cbn_2017_05_13__21_36_38.wav,0
cbn_2017_05_13__21_38_06.wav,0
cbn_2017_05_13__21_39_34.wav,0
cbn_2017_05_13__21_41_06.wav,0
cbn_2017_05_13__21_42_41.wav,0
cbn_2017_05_13__21_44_42.wav,0
cbn_2017_05_13__21_46_37.wav,0
cbn_2017_05_13__21_50_06.wav,0
cbn_2017_05_13__21_53_06.wav,0
cbn_2017_05_13__21_54_06.wav,0
cbn_2017_05_13__21_55_06.wav,0
cbn_2017_05_13__21_56_06.wav,0
cbn_2017_05_13__21_57_06.wav,0
cbn_2017_05_13__21_58_06.wav,0
cbn_2017_05_13__23_00_00.wav,0
cbn_2017_05_13__23_01_00.wav,0
cbn_2017_05_13__23_05_00.wav,0
cbn_2017_05_13__23_06_00.wav,0
cbn_2017_05_13__23_07_00.wav,0
cbn_2017_05_13__23_08_00.wav,0
cbn_2017_05_13__23_09_00.wav,0
cbn_2017_05_13__23_10_00.wav,0
cbn_2017_05_13__23_11_00.wav,0
cbn_2017_05_13__23_12_00.wav,0
cbn_2017_05_13__23_13_00.wav,0
cbn_2017_05_13__23_14_00.wav,0
cbn_2017_05_13__23_15_00.wav,0
cbn_2017_05_13__23_16_00.wav,0
cbn_2017_05_13__23_17_00.wav,0
cbn_2017_05_13__23_18_00.wav,0
cbn_2017_05_13__23_19_00.wav,0
cbn_2017_05_13__23_20_00.wav,0
cbn_2017_05_13__23_21_00.wav,0
cbn_2017_05_13__23_22_00.wav,0
cbn_2017_05_13__23_23_00.wav,0
cbn_2017_05_13__23_24_00.wav,0
cbn_2017_05_13__23_25_00.wav,0
cbn_2017_05_13__23_29_00.wav,0
cbn_2017_05_13__23_30_00.wav,0
cbn_2017_05_13__23_31_00.wav,0
cbn_2017_05_13__23_32_00.wav,0
cbn_2017_05_13__23_33_00.wav,0
cbn_2017_05_13__23_34_00.wav,0
cbn_2017_05_13__23_35_00.wav,0
cbn_2017_05_13__23_36_00.wav,0
cbn_2017_05_13__23_37_00.wav,0
cbn_2017_05_13__23_38_00.wav,0
cbn_2017_05_13__23_39_00.wav,0
cbn_2017_05_13__23_40_00.wav,0
cbn_2017_05_13__23_41_00.wav,0
cbn_2017_05_13__23_42_00.wav,0
cbn_2017_05_13__23_43_00.wav,0
cbn_2017_05_13__23_44_00.wav,0
cbn_2017_05_13__23_45_00.wav,0
cbn_2017_05_13__23_46_00.wav,0
cbn_2017_05_13__23_47_00.wav,0
cbn_2017_05_13__23_48_00.wav,0
cbn_2017_05_13__23_49_00.wav,0
cbn_2017_05_13__23_50_00.wav,0
cbn_2017_05_13__23_51_00.wav,0
cbn_2017_05_13__23_54_00.wav,0
cbn_2017_05_13__23_55_00.wav,0
cbn_2017_05_13__23_57_00.wav,0
cbn_2017_05_13__23_58_00.wav,0
cbn_2017_05_13__23_59_00.wav,0
cbn_2017_05_14__10_19_00.wav,0
cbn_2017_05_14__10_29_00.wav,0
cbn_2017_05_14__10_49_00.wav,0
cbn_2017_05_14__11_14_00.wav,0
cbn_2017_05_14__12_05_00.wav,0
cbn_2017_05_14__12_25_00.wav,0
cbn_2017_05_14__12_35_00.wav,0
cbn_2017_05_14__13_25_01.wav,0
cbn_2017_05_14__13_35_00.wav,0
cbn_2017_05_14__13_40_00.wav,0
cbn_2017_05_14__13_45_00.wav,0
cbn_2017_05_14__13_55_00.wav,0
cbn_2017_05_14__14_00_00.wav,0
cbn_2017_05_14__14_05_00.wav,0
cbn_2017_05_14__14_10_00.wav,0
cbn_2017_05_14__14_20_00.wav,0
cbn_2017_05_14__14_25_00.wav,0
cbn_2017_05_14__14_30_00.wav,0
cbn_2017_05_14__14_35_00.wav,0
cbn_2017_05_14__14_50_00.wav,0
cbn_2017_05_14__14_55_00.wav,0
cbn_2017_05_14__9_29_21.wav,0
cbn_2017_05_14__9_30_00.wav,0
cbn_2017_05_14__9_32_00.wav,0
cbn_2017_05_14__9_34_00.wav,0
cbn_2017_05_14__9_36_00.wav,0
cbn_2017_05_14__9_38_00.wav,0
cbn_2017_05_14__9_40_00.wav,0
cbn_2017_05_14__9_42_00.wav,0
cbn_2017_05_14__9_44_00.wav,0
cbn_2017_05_14__9_50_00.wav,0
cbn_2017_05_28__13_27_09.wav,0
cbn_2017_05_28__13_34_00.wav,0
cbn_2017_05_28__13_36_00.wav,0
cbn_2017_05_28__13_40_00.wav,0
cbn_2017_05_28__13_42_00.wav,0
cbn_2017_05_28__13_44_00.wav,0
cbn_2017_05_28__13_48_00.wav,0
cbn_2017_05_28__13_56_00.wav,0
cbn_2017_05_28__13_58_01.wav,0
cbn_2017_05_28__14_00_01.wav,0
cbn_2017_05_28__14_02_00.wav,0
cbn_2017_05_28__14_04_00.wav,0
cbn_2017_05_28__14_06_00.wav,0
cbn_2017_05_28__14_08_00.wav,0
cbn_2017_05_28__14_10_00.wav,0
cbn_2017_05_28__14_12_00.wav,0
cbn_2017_05_28__14_14_00.wav,0
cbn_2017_05_28__14_16_00.wav,0
cbn_2017_05_28__14_18_00.wav,0
cbn_2017_05_28__14_20_00.wav,0
cbn_2017_05_28__14_22_00.wav,0
cbn_2017_05_28__14_24_00.wav,0
cbn_2017_05_28__14_26_00.wav,0
cbn_2017_05_28__14_30_00.wav,0
cbn_2017_05_28__14_36_00.wav,0
cbn_2017_05_28__14_38_00.wav,0
cbn_2017_05_28__14_40_00.wav,0
cbn_2017_05_28__14_42_00.wav,0
cbn_2017_05_28__14_44_00.wav,0
cbn_2017_05_28__14_46_00.wav,0
cbn_2017_05_28__14_48_00.wav,0
cbn_2017_05_28__14_50_00.wav,0
cbn_2017_05_28__14_52_00.wav,0
cbn_2017_05_28__14_54_00.wav,0
cbn_2017_05_28__15_02_00.wav,0
cbn_2017_05_28__15_06_00.wav,0
cbn_2017_05_28__15_08_00.wav,0
cbn_2017_05_28__15_10_00.wav,0
cbn_2017_05_28__15_12_00.wav,0
cbn_2017_05_28__15_14_00.wav,0
cbn_2017_05_28__15_16_00.wav,0
cbn_2017_05_28__15_20_00.wav,0
cbn_2017_05_28__15_22_00.wav,0
cbn_2017_05_28__15_24_00.wav,0
cbn_2017_05_28__15_26_00.wav,0
cbn_2017_05_28__15_28_00.wav,0
cbn_2017_05_28__15_30_00.wav,0
cultura_2017_05_14__10_29_00.wav,0
cultura_2017_05_14__9_33_00.wav,0
cultura_2017_05_14__9_37_00.wav,0
cultura_2017_05_14__9_41_00.wav,0
evangelizar_2017_05_20__12_14_00.wav,0
evangelizar_2017_05_20__12_16_12.wav,0
evangelizar_2017_05_20__12_18_17.wav,0
evangelizar_2017_05_20__12_20_00.wav,0
evangelizar_2017_05_20__12_22_00.wav,0
evangelizar_2017_05_20__12_24_00.wav,0
evangelizar_2017_05_20__12_26_00.wav,0
evangelizar_2017_05_20__12_28_00.wav,0
evangelizar_2017_05_20__12_30_00.wav,0
evangelizar_2017_05_20__12_32_00.wav,0
evangelizar_2017_05_20__12_34_00.wav,0
evangelizar_2017_05_20__12_36_00.wav,0
evangelizar_2017_05_20__12_38_00.wav,0
evangelizar_2017_05_20__12_40_00.wav,0
evangelizar_2017_05_20__12_42_00.wav,0
evangelizar_2017_05_20__12_44_00.wav,0
evangelizar_2017_05_20__12_50_00.wav,0
evangelizar_2017_05_20__12_52_00.wav,0
evangelizar_2017_05_20__12_54_00.wav,0
evangelizar_2017_05_20__12_56_00.wav,0
evangelizar_2017_05_20__12_58_00.wav,0
evangelizar_2017_05_20__13_18_00.wav,0
evangelizar_2017_05_20__13_46_07.wav,0
gospel89_2017_05_20__12_01_53.wav,0
gospel89_2017_05_20__12_19_53.wav,0
gospel89_2017_05_20__13_28_29.wav,0
gospel89_2017_05_20__13_30_18.wav,0
gospel89_2017_05_20__13_31_53.wav,0
grandevale_2017_05_20__12_40_00.wav,0
grandevale_2017_05_20__12_58_00.wav,0
grandevale_2017_05_20__13_00_29.wav,0
grandevale_2017_05_20__13_20_00.wav,0
grandevale_2017_05_20__13_44_32.wav,0
grandevale_2017_05_20__13_46_07.wav,0
grandevale_2017_05_20__13_48_00.wav,0
grandevale_2017_05_20__14_02_00.wav,0
grandevale_2017_05_20__14_04_01.wav,0
rock_2017_05_14__10_33_00.wav,0
rock_2017_05_14__11_33_00.wav,0
rock_2017_05_14__12_03_00.wav,0
rock_2017_05_14__18_30_00.wav,0
rock_2017_05_14__19_05_00.wav,0
rock_2017_05_14__19_10_00.wav,0
rock_2017_05_14__19_20_00.wav,0
rock_2017_05_14__19_45_00.wav,0
rock_2017_05_15__1_11_00.wav,0
top104_2017_05_20__12_03_42.wav,0
top104_2017_05_20__12_33_42.wav,0
top104_2017_05_20__13_01_12.wav,0
top104_2017_05_20__13_03_42.wav,0
top104_2017_05_20__13_34_05.wav,0
acomic.wav,0
acomic2.wav,0
allison.wav,0
amal.wav,0
austria.wav,0
bathroom1.wav,0
chant.wav,0
charles.wav,0
china.wav,0
comedy.wav,0
comedy1.wav,0
conversion.wav,0
danie.wav,0
danie1.wav,0
dialogue.wav,0
dialogue1.wav,0
dialogue2.wav,0
diamond.wav,0
ellhnika.wav,0
emil.wav,0
female.wav,0
fem_rock.wav,0
fire.wav,0
geography.wav,0
geography1.wav,0
georg.wav,0
god.wav,0
greek.wav,0
greek1.wav,0
india.wav,0
jony.wav,0
jvoice.wav,0
kedar.wav,0
kid.wav,0
lena.wav,0
male.wav,0
my_voice.wav,0
nether.wav,0
news1.wav,0
news2.wav,0
nj105.wav,0
nj105a.wav,0
oneday.wav,0
psychic.wav,0
pulp.wav,0
pulp1.wav,0
pulp2.wav,0
relation.wav,0
serbian.wav,0
shannon.wav,0
sleep.wav,0
smoke1.wav,0
smoking.wav,0
stupid.wav,0
teachers.wav,0
teachers1.wav,0
teachers2.wav,0
thlui.wav,0
undergrad.wav,0
vegetables.wav,0
vegetables1.wav,0
vegetables2.wav,0
voice.wav,0
voices.wav,0
band_2017_08_05__17_27_00.wav,0
band_2017_08_05__17_30_00.wav,0
band_2017_08_05__17_39_00.wav,0
band_2017_08_05__17_42_00.wav,0
band_2017_08_05__17_48_00.wav,0
band_2017_08_05__17_54_00.wav,0
band_2017_08_05__18_00_00.wav,0
band_2017_08_05__18_03_00.wav,0
band_2017_08_05__18_06_00.wav,0
band_2017_08_05__18_09_00.wav,0
band_2017_08_05__18_21_00.wav,0
band_2017_08_05__18_42_00.wav,0
band_2017_08_05__18_51_00.wav,0
band_2017_08_05__18_54_00.wav,0
band_2017_08_05__19_06_00.wav,0
band_2017_08_05__19_15_00.wav,0
band_2017_08_05__19_18_00.wav,0
band_2017_08_05__19_21_00.wav,0
evangelizar2017_08_05__18_12_00.wav,0
evangelizar2017_08_05__18_15_00.wav,0
evangelizar2017_08_05__18_18_00.wav,0
evangelizar2017_08_05__18_21_00.wav,0
evangelizar2017_08_05__18_24_00.wav,0
evangelizar2017_08_05__18_27_00.wav,0
evangelizar2017_08_05__18_30_00.wav,0
evangelizar2017_08_05__18_39_00.wav,0
evangelizar2017_08_05__18_42_00.wav,0
evangelizar2017_08_05__18_45_00.wav,0
evangelizar2017_08_05__18_48_00.wav,0
evangelizar2017_08_05__18_51_00.wav,0
evangelizar2017_08_05__18_54_00.wav,0
evangelizar2017_08_05__18_57_00.wav,0
evangelizar2017_08_05__19_03_00.wav,0
evangelizar2017_08_05__19_06_00.wav,0
evangelizar2017_08_05__19_09_00.wav,0
evangelizar2017_08_05__19_12_00.wav,0
evangelizar2017_08_05__19_15_00.wav,0
evangelizar2017_08_05__19_18_00.wav,0
evangelizar2017_08_05__19_21_00.wav,0
evangelizar2017_08_05__19_24_00.wav,0
evangelizar2017_08_05__19_27_00.wav,0
evangelizar2017_08_06__11_33_03.wav,0
evangelizar2017_08_06__11_35_00.wav,0
evangelizar2017_08_06__11_41_00.wav,0
evangelizar2017_08_06__11_55_00.wav,0
evangelizar2017_08_06__11_57_01.wav,0
evangelizar2017_08_06__11_59_00.wav,0
evangelizar2017_08_06__12_01_00.wav,0
evangelizar2017_08_06__12_09_00.wav,0
evangelizar2017_08_06__12_11_00.wav,0
evangelizar2017_08_06__12_23_00.wav,0
evangelizar2017_08_06__12_51_00.wav,0
evangelizar2017_08_06__13_17_00.wav,0
evangelizar2017_08_06__13_19_00.wav,0
evangelizar2017_08_06__13_29_00.wav,0
feliz_2017_08_05__20_19_03.wav,0
feliz_2017_08_05__20_21_03.wav,0
feliz_2017_08_05__21_17_01.wav,0
feliz_2017_08_05__21_19_01.wav,0
itatiaia_2017_08_05__17_22_00.wav,0
itatiaia_2017_08_05__17_53_00.wav,0
itatiaia_2017_08_05__17_55_00.wav,0
itatiaia_2017_08_05__17_57_00.wav,0
itatiaia_2017_08_05__18_07_00.wav,0
itatiaia_2017_08_05__18_09_00.wav,0
itatiaia_2017_08_05__18_13_00.wav,0
itatiaia_2017_08_05__18_15_00.wav,0
itatiaia_2017_08_05__18_17_00.wav,0
itatiaia_2017_08_05__18_19_00.wav,0
itatiaia_2017_08_05__18_21_00.wav,0
itatiaia_2017_08_05__18_23_00.wav,0
itatiaia_2017_08_05__18_25_00.wav,0
itatiaia_2017_08_05__18_27_00.wav,0
itatiaia_2017_08_05__18_29_00.wav,0
itatiaia_2017_08_05__18_31_00.wav,0
itatiaia_2017_08_05__18_33_00.wav,0
itatiaia_2017_08_05__18_35_00.wav,0
itatiaia_2017_08_05__18_37_00.wav,0
itatiaia_2017_08_05__18_39_00.wav,0
itatiaia_2017_08_05__18_41_00.wav,0
itatiaia_2017_08_05__18_43_00.wav,0
itatiaia_2017_08_05__18_47_00.wav,0
itatiaia_2017_08_05__18_49_00.wav,0
itatiaia_2017_08_05__18_51_00.wav,0
itatiaia_2017_08_05__18_53_00.wav,0
itatiaia_2017_08_05__18_55_00.wav,0
itatiaia_2017_08_05__18_57_00.wav,0
itatiaia_2017_08_05__18_59_00.wav,0
itatiaia_2017_08_05__19_01_00.wav,0
itatiaia_2017_08_05__19_03_00.wav,0
itatiaia_2017_08_05__19_05_00.wav,0
itatiaia_2017_08_05__19_07_00.wav,0
itatiaia_2017_08_05__19_09_00.wav,0
itatiaia_2017_08_05__19_19_00.wav,0
itatiaia_2017_08_05__19_23_00.wav,0
itatiaia_2017_08_05__19_25_00.wav,0
itatiaia_2017_08_05__19_27_00.wav,0
itatiaia_2017_08_05__19_51_01.wav,0
paulista_2017_08_05__19_18_00.wav,0
uspRP_2017_08_05__16_39_13.wav,0
uspRP_2017_08_05__18_50_24.wav,0
uspRP_2017_08_05__18_55_00.wav,0
uspSP_2017_08_05__16_47_47.wav,0
uspSP_2017_08_05__17_31_30.wav,0
uspSP_2017_08_05__18_09_30.wav,0
uspSP_2017_08_05__18_11_30.wav,0
uspSP_2017_08_05__18_13_30.wav,0
uspSP_2017_08_05__18_15_30.wav,0
uspSP_2017_08_05__18_17_30.wav,0
uspSP_2017_08_05__18_29_30.wav,0
uspSP_2017_08_05__18_31_30.wav,0
uspSP_2017_08_05__18_33_30.wav,0
uspSP_2017_08_05__18_35_30.wav,0
uspSP_2017_08_05__18_37_30.wav,0
uspSP_2017_08_05__18_56_00.wav,0
uspSP_2017_08_06__11_22_42.wav,0
uspSP_2017_08_06__11_28_00.wav,0
uspSP_2017_08_06__11_30_00.wav,0
uspSP_2017_08_06__11_32_00.wav,0
uspSP_2017_08_06__11_34_00.wav,0
uspSP_2017_08_06__11_36_00.wav,0
uspSP_2017_08_06__11_38_00.wav,0
uspSP_2017_08_06__11_40_00.wav,0
uspSP_2017_08_06__11_44_00.wav,0
